id,text
984598685479768064,All tap water comes from sewage  https://t.co/y02tPwF7wW
984598657042452486,"@CNN Things I trust more than @Comey: a rabid wolverine, an IM from Carlos Danger, a porcupine petting zoo, Fukashi‚Ä¶ https://t.co/bs9zrZIBJJ"
984598555410292736,RT @zaaphie: .@chicagotribune reported tap water in 3/10 homes sampled had ‚Äúalarming amounts of the toxic metal‚Äù #lead ‚Äî the mayor's office‚Ä¶
984598424522805248,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/fZUAEifqQ1"
984598070850740224,"RT @joel_inwood: If you read that story in the Trib by @kcecireyes and @scribeguy about ""Brain-damaging lead found in tap water in hundreds‚Ä¶"
984597950981660672,.@chicagotribune reported tap water in 3/10 homes sampled had ‚Äúalarming amounts of the toxic metal‚Äù #lead ‚Äî the may‚Ä¶ https://t.co/FYraxR6rLf
984597879154032641,"https://t.co/bXTZyTHLzj
The tap water that American are consuming every day contains many contaminants above a heal‚Ä¶ https://t.co/Wa2Ggm7I3Z"
984596656552337408,RT @marzhanel: @TrishaDishes @tylerdavies1213 @ReporteroGDLmex @BayleeB79 @SteerMark @DKeithClimate @algore @JohnKerry @LeoDiCaprio @amnest‚Ä¶
984596645533945858,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/2mNiRBC3M7"
984595889829314560,A7 For 1st grade we can talk about our own water use and how we can conserve and why conservation is important. If‚Ä¶ https://t.co/X1VMtX0QF1
984595507271032833,RT @WDMidlands: Testing the swimming pool @warwicksport this week using nothing but rainwater! After gathering rainwater in an attenuation‚Ä¶
984595307462905856,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/pP82y1RXI0"
984595250369802241,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/96QInt53o8"
984595067204718593,A7: Students can raise awareness about water issues and share simple solutions in their schools and communities.‚Ä¶ https://t.co/Jm4G62ELCf
984594727646490624,RT @Sigh_ham: WHY IS FLINT STILL SUFFERING?THEY STILL DONT HAVE CLEAN DRINKING WATER YET WE'RE ALL HERE LIVING LIFE AND DISREGARDING A COMM‚Ä¶
984594119631802369,"RT @CooperVisionGLB: Water from the tap is safe for drinking, but believe it or not, it is NOT safe for storing or rinsing contact lenses.‚Ä¶"
984593888601165825,"@EFEnglishLiveBR Yeh, tap water! Ok. But, tap water sounds like weird for us, cos here in Brazil, tap water isn' t potable"
984593597164150784,"RT @laurenjiggetts: ‚ÄúA Tribune analysis of the results shows lead was found in water drawn from nearly 70 percent of the 2,797 homes tested‚Ä¶"
984593589996019712,RT @AngieOnTheEdge: @studentactivism Not a teacher/lecturer but I was studying Business and HR at night school some years ago (equivalent t‚Ä¶
984593397674471424,@The_T_Pearson Playing the new mcpe beta is broken whenever i enter water fly button activates and i accidently tap‚Ä¶ https://t.co/V64XURFRtQ
984592792071663616,"‚ÄúScientific doctrines may sensibly be called ‚Äòempirical,' just as water drawn from the tap in the Thames Valley Reg‚Ä¶ https://t.co/F4whCznPyU"
984592637419249664,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/QCx7caAR6x"
984592228369612800,"RT @iamwarready: ‚ÄúHave a little bit of water so you can sober up‚Äù

Blacked out me: https://t.co/Stk5ZL1crZ"
984592070101827584,"If you read that story in the Trib by @kcecireyes and @scribeguy about ""Brain-damaging lead found in tap water in h‚Ä¶ https://t.co/aYV7be4ALV"
984591909061443585,people who drink the tempe tap water should not be trusted
984591324665008128,"RT @tonee78: Thanks @BritaUSA for helping our children have a better in school option other than plastic bottles, we need to look toward th‚Ä¶"
984591245090611200,Why does some tap water taste weird? https://t.co/Op6GWZsIHt #drinkingwater #water #science
984590483740504064,"Plastic fibres found in tap water around the world, study reveals https://t.co/R7p4lI4bMk"
984590389536407552,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/91zi3Ny1UL"
984589498284675072,"@intheMatrixxx @Ridge2100 @POTUS I know the truth about only a few things and yet sleep is almost impossible

Bengh‚Ä¶ https://t.co/EUcundmVDf"
984589448993107968,"RT @TheOralBuffet: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/h3x7A1NQ23"
984589395629170688,@bloodredcharles @KryptonSYFY I would be screaming before It even touched my face
984588797286535168,RT @Mr_Parolin: Blown away by some of my student's submissions for their Tap Water PSAs/Commercials! Submission #1 .... action! ¸æôÜîº¸æåÜÑº¸æò∂àº¸æôÜîº¸æôñàº¸æçñÑº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æå¶àº¸æç∂Ñº#peel21st‚Ä¶
984588786259709953,RT @SafeWaterEng: 1L samples are not enough. Sequential sampling will help find a lead service line and if flushing is effective for reduci‚Ä¶
984588618412052481,RT @JustAGirIThing: 90s taco bell was a vibe Ì†ºÌºÆ https://t.co/SclnqW6f2S
984588514250633223,"Lead found in tap water in hundreds of homes tested across Chicago

""some 400,000 deaths yrly in U.S. linked to lea‚Ä¶ https://t.co/oLPHScH1TP"
984588340635820032,"RT @lexijo22: Hello world! My name is Lexi, I'm 21 years old and after 341 days of fighting
I'M OFFICIALLY CANCER FREE!!! https://t.co/FmB7‚Ä¶"
984588180216139777,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/fO7vhxttMz"
984587558343663616,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/6kECTfcXFo"
984587432485146624,RT @The2019Seniors: Me in class at this point in the semester. https://t.co/UhHH91MB53
984587398381268994,RT @ErinMNeal11: LADIES!!! APRIL 15 12PM TO 6PM WE WILL BE HAVING ANOTHER CINDERELLAS CLOSET EVENT FOR YOU!!! WE HAVE TONS ANS TONS OF DRES‚Ä¶
984587384242298881,RT @RayLong: Chicago residents interested in having their tap water tested for lead can order a free testing kit from the city at https://t‚Ä¶
984587169770729472,"RT @ichigoichiae: If you care about what is happening to #kentucky #teachers and state employees, you should watch this video. It is a trav‚Ä¶"
984586813846175744,"RT @nzeichner: @2014ORTOY That's an important point. Even with perfectly clean tap water, you need good infrastructure."
984586732103454721,"RT @Sarahchadwickk: If you take a cardboard cutout of a teenage shooting survivor and use it as target practice, you should not have a gun.‚Ä¶"
984586571268673541,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/JPJaQUoVro"
984585865950367744,"RT @Sinclair_Ceasar: My therapist taught me to interrupt my anxious thinking with thoughts like: ""What if things work out"" and ""What if all‚Ä¶"
984585747389759488,"The Behaviour of matter: Di...  https://t.co/nvkZZmEyFl Aim : To observe diffusion in a liquid. Equipment : Beaker,‚Ä¶ https://t.co/ke2aZ7B6px"
984585628254957568,RT @devynsjohn: FLIRTING is cheating. KISSING is cheating. HAVING SEX WITH SOMEONE ELSE is cheating. If you have to hide or delete messages‚Ä¶
984585050044993540,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/3IwEO2q1CG"
984584948085608449,RT @momendeavors: How great would @BritaUSA Hydration Stations be in all schools?! So much better than disposable water bottle waste &amp; germ‚Ä¶
984584856746196992,"@sjslaxdaddy @ImmoralGOP @CNN Police,firefighters, garbage collection,sewers, tap water, roads highways(Not toll)pu‚Ä¶ https://t.co/rLyh5YCKlW"
984584657374253057,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/OuysIPOecO"
984584485072244736,"RT @MAMChicago: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/pkDtJQfC06"
984584375953113088,"@2014ORTOY That's an important point. Even with perfectly clean tap water, you need good infrastructure."
984584368311152641,"RT @dsamqt: You can see our comrade speak tomorrow at the @OreDockBrewing Science on Tap! 
Topic: Water Protectors and Land Defenders: Civi‚Ä¶"
984584347499008000,@ajfernos It's not the same energize to have power. The AEE isn't telling truth. Moreover we have al least 1mm with‚Ä¶ https://t.co/fu1gbwDKsF
984584307250515968,@ViddyMalchick Remember they got in trouble for just putting tap water in a bottle
984584027071016962,water from the kitchen tap tastes better than water from the bathroom tap and that is a fact
984583953578262528,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/bbHze5bqTn"
984583744089677829,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/DZJIuCBs76"
984583615383191553,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show - Chicago Tribune https://t.co/NTm9ZtGZXh"
984583582030225408,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/pkDtJQfC06"
984583317596012544,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show - Chicago Tribune https://t.co/Rhle6T0g9g"
984583195176914946,@jrbrownx2 @crampell maybe they're just drinking tap water
984582677436293120,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/NTm9ZtYBlR"
984582596293099521,Observing Diffusion https://t.co/TEiX7qZyEw Aim: To observe diffusion in a liquid. Equipment: - Petri dish - water‚Ä¶ https://t.co/V2P9ia48lZ
984582131107155968,Eco-friendly irrigation system requires at least some water. You can reduce the amount you use from the tap by coll‚Ä¶ https://t.co/IjscPX483y
984582105098104833,https://t.co/eKE5zc0zdd Aim: To observe diffusion in a liquid Equipment: Petri dish or beaker water straw a crystal‚Ä¶ https://t.co/wgvB9yL0Cf
984582016862695425,RT @PinellasCoNews: It's your tap water and you give it to the ones you love. Have a voice in the choice of the region's next drinking wate‚Ä¶
984581748913664000,@Boompus_III ahhhhh we are Bungie tools! We shouldn't have drank the tap water! lol
984581735689150464,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/PjsGF3OLr2"
984580144936316928,"RT @clintonkowach: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/alVeJUDJuB‚Ä¶"
984580009024212992,Don't drink the muthafuckin tap water in #Chicago.
984579855810523136,My self worth does not allow me to drink tap water.
984579807966060544,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/0jMLYcMt92"
984579465824079878,@philomenadicks2 @_tanyawilson Amen to that sister - ‚Äúcan I have a tap water‚Äù ughhhh
984579391262019584,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/kLI2O5OOxX"
984579351797751808,Make sure you're getting enough water throughout the day. Water is the healthiest drink for your body and your smil‚Ä¶ https://t.co/rI4S0R6BUx
984579351034425344,Make sure you're getting enough water throughout the day. Water is the healthiest drink for your body and your smil‚Ä¶ https://t.co/0zYLihLxku
984578850200915973,Make sure you're getting enough water throughout the day. Water is the healthiest drink for your body and your smil‚Ä¶ https://t.co/0yg08u32JC
984578595858329600,Make sure you're getting enough water throughout the day. Water is the healthiest drink for your body and your smil‚Ä¶ https://t.co/68h2KS0L7w
984578205255430145,IU is wild. In the same day I've heard one kid say that he hasn't consumed anything except ramen and tap water for‚Ä¶ https://t.co/ahWqmZglPO
984577749267267584,@EPAScottPruitt @POTUS Your punishment in hell will be strapped to the top of a smoke stack forced to drink Flint's‚Ä¶ https://t.co/vdYoXgLGLO
984577745048035328,"RT @khanyisilexx: Please don't come to me with stories about people I don't care about. That's not tea, it's tap water and I'm not drinking‚Ä¶"
984577696947728384,@PhiladelphiaGov Is it true #Philly tap water has the same electrolytes as #Gatorade Ì†æÌ¥î
984577046176202753,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/U2df26EO4p"
984576836511420416,RT @makaylatrenea: If u drink tap water I can't trust u period ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æå£†º¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æåñàº¸æôì†º¸æôÜîº¸æåÜÑº¸æò∂àº¸æôÜîº¸æô¶àº¸æôÜàº
984576630046814209,"@texasdicks @aravosis Tap water in neti pots behind two brain-eating amoeba deaths in 2011, investigation finds‚Ä¶ https://t.co/pFJ22pB8gL"
984576406863491072,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/jbZhcmGNaw"
984576350869651456,End of an era. Nando's and tap water in protest until Ferhat returns! https://t.co/a3Cj139TqD
984576324143632384,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/ZjcPjmCcis"
984575136236908544,"RT @MtWestNews: #RockiesToday: #LNG export hub would tap #naturalgas in the #Rockies, #Missoula challenges AG on gun ordinance, #Idaho grou‚Ä¶"
984574970285232134,RT @soshijisoo: jackie's exposing tweet was tap water so here's the real tea don't let her fool you guys ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æô¶Ñº¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æô¶Ñº https://t.co/C22OhPjWBV
984574951142363136,"‚ÄúChicago could be a leader on nationwide solutions to this problem, but instead they appear to be sticking their he‚Ä¶ https://t.co/ETbyXaaP7R"
984574687144538113,The @Indians are going thru Detroit like some of that Flint tap water right now. #RollTribe
984574678164430848,"I could never imagine not having clean water, not being able to take showers, use tap water to cook or even brush m‚Ä¶ https://t.co/k4g0NwA1Ii"
984574587370270720,@JonDisick Might as well drink tap water Ì†ΩÌπÑ lol
984574547683930112,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/TAHROb2Exx"
984574226333159424,jackie's exposing tweet was tap water so here's the real tea don't let her fool you guys ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æô¶Ñº¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æô¶Ñº https://t.co/C22OhPjWBV
984573917833474048,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/PprYMeKfE4"
984573713776553991,Thinking about how much I hate sheffield tap water so disgusting.
984573574978703360,"RT @storyofstuff: Synthetic clothes like polyester are made out of plastic. When these fabrics are washed, they release tiny plastic strand‚Ä¶"
984573384775233536,Chicago residents interested in having their tap water tested for lead can order a free testing kit from the city at https://t.co/EMMMyovGNY
984573191484919808,RT @realtimwinton: Why are my novels classics? It's because they help learn which is the good water (from a tap or well) and which is the b‚Ä¶
984573152289284096,"@Shashjay1992 Hi Shashinda, sorry you're experiencing an issue. Discoloured water is usually an aesthetic rather th‚Ä¶ https://t.co/kEb1aY5kRL"
984572539593723905,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show - Chicago Tribune‚Ä¶ https://t.co/qPvefmPAlk"
984572482429636609,Actually don't drink tap water. And if y'all can't handle that intellectual conversation then you definitely can't‚Ä¶ https://t.co/nFi51UQwv0
984572325604548612,I hate tap water omg
984572154585939968,Dogs are so smart. If nobody is sitting in eyes view of my dog &amp; his water bowl he will tap it till somebody hears‚Ä¶ https://t.co/Qm3lfn9LUA
984572036260466688,@BLUERASB3RRY Have you tried living on tap water? Let's us know how it goes
984571958909128704,ayo starbucks charged me 30 cents for tap water like i ain't know they charged for water
984571887526301696,@jordanreiter @PhiladelphiaGov There's no good reason to put fluoride in tap water.
984571406276014080,If u drink tap water I can't trust u period ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æå£†º¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æåñàº¸æôì†º¸æôÜîº¸æåÜÑº¸æò∂àº¸æôÜîº¸æô¶àº¸æôÜàº
984571092751675392,"RT @DoctorKarl: In wealthy/Level 4 countries, tap water is almost always safe. Chlorine/flouride levels are such as to be both effective an‚Ä¶"
984570886819893254,Check on y'all ppl CHICAGO GOT LEAD IN THEY TAP WATER ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æôÜÑº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æôÜÑº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æôÜÑº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æå¶àº¸æô¶Ñº¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æçÜàº
984570535974547456,RT @pepsi_twt: why is jhope drinking carbonated tap water? https://t.co/fLcpx9vKcn
984570105341272065,Results from the sequential sampling mirror a trend EPA researchers noticed six years ago when they tested Chicago‚Ä¶ https://t.co/HNRt66K1Fm
984569976341319681,To the Taco Bell employee who charged me 3 dollars for a bottle of water because ‚Äúthey don't do tap anymore‚Äù piss o‚Ä¶ https://t.co/DHedwcw9aP
984568711771312129,@Goss30Goss @Gidmeister @GOP It's too deep a sleep to wake up from. Maybe if the switch to bottle water and not dri‚Ä¶ https://t.co/23l2yuTvnp
984568511820369920,"""Chicago Tribune analyzed results from tap water tests in 2,797 homes and found lead in nearly *70 percent* of them‚Ä¶ https://t.co/eoBKNL4L6o"
984568291875328000,Well you know we didn't have water in bottles it came from the tap you did not need 800 glasses a day (jokes) bulls‚Ä¶ https://t.co/XFcDkFgAgy
984567989642113024,"@stationmum101 @DoctorKarl Why on earth would I drink something that has mouldy snot floating on top???
I'll have tap water thanks..."
984566763349147648,RT @ABCRural: SA BUYS WATER FROM MURRAY-DARLING IRRIGATORS FOR ADELAIDE WATER SUPPLY: South Australia has angered irrigators by buying thei‚Ä¶
984566648022630400,So 'complimentary' for free you only get two small bottles of water at the hotel... In a country where tap water is‚Ä¶ https://t.co/TjyGDCSLop
984566613650345991,This is Why DC's Tap Water Tastes So Bad Right Now https://t.co/qfxYG8hhYz via @YouTube Ì†æÌ¥∑Ì†ºÌøΩ‚Äç‚ôÄÔ∏è‚ö∞Ô∏è
984566517483307014,@haley_godd You need to rinse your hair with tap water and then apply a leave-in conditioner to your entire head be‚Ä¶ https://t.co/2ffAo61JNp
984566187714424832,Finna take a video of me drinking tap water and send it to @Blaisewell
984565853038362626,RT @craftymomof3: #ad @BritaUSA is on a mission to help reduce the number of plastic water bottles that are in our schools &amp; the costs to t‚Ä¶
984565848953073664,RT @craftymomof3: #ad Brita USA is on a mission to help reduce the number of plastic water bottles that are in our schools! Their goal is t‚Ä¶
984565830510718977,Naw we drink bottled water. I wouldn't drink anyone's tap water. The government saying something is safe reminds me‚Ä¶ https://t.co/Ew7WV5uP9U
984565722436157440,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/BPOVQFWJD5"
984565546640465920,@SentinelDoggie @PhiladelphiaGov Tap water isn't more expensive than gasoline.
984565410900168704,"@MaddowBlog Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/bvmPU5Ebsj"
984565405426573312,#ad @BritaUSA is on a mission to help reduce the number of plastic water bottles that are in our schools &amp; the cost‚Ä¶ https://t.co/TMHKQtGWsl
984565342579064833,tRump &amp; Pruitt POISONING AMERICANS ??? Brain-damaging lead found in tap water in hundreds of homes tested across Ch‚Ä¶ https://t.co/jLC0eFlbc1
984565183363407872,"@PhiladelphiaGov While this is a positive for health, I'd love to see bottled water consumption go down too. Tap wa‚Ä¶ https://t.co/EhNhtr7JZk"
984565065851555845,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show - Chicago Tribune - https://t.co/v5qbv32Nls"
984565010905968640,@DoctorKarl Taste of tap water varies greatly even within one city. Depends on dam vs ground vs desalination plant.‚Ä¶ https://t.co/mrpEBQ61Ee
984564697344114690,When your bf's mom knows you want tap water instead of filtered #truelove
984564521615478784,#ad Brita USA is on a mission to help reduce the number of plastic water bottles that are in our schools! Their goa‚Ä¶ https://t.co/EZtdHzlav7
984564334922612736,RT @Trisyiazlan: why do boys be washing their face with tap water and have flawless skin rather than us girls that spend shitload of money‚Ä¶
984563718498365440,RT @longpeepee: eating kraft singles and sipping tap water living the good life
984563675066458112,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show: https://t.co/strfVvHgGE"
984563252142231552,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/5bHGQ4BjkS"
984562799572586497,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/zbjHL94tBd"
984562723102101504,"Pinned to Pinterest Peddling on Pinterest: Besides burning fat and eliminating excess water from your body, the bev‚Ä¶ https://t.co/o8SoSVuaUL"
984562624389099522,"RT @PHXWater: #WaterAwarenessMonth Daily Tip: Bottled #water may be convenient, but the costs are high ‚Äì both literally and figuratively. F‚Ä¶"
984562468285485057,note to self : dont pour tap water on a spoon that reflects the water into your face again.
984561479448920064,YA WAVE IS FULL OF TAP WATER
984561331104894976,"In denying that russian hookers peed on him, 45 said thet he is a germaphobe. Well, urine is sterile. It probably h‚Ä¶ https://t.co/PbMzY2wscX"
984561235923537920,"I will start buying water today! Brain-damaging lead found in tap water in hundreds of homes tested across Chicago,‚Ä¶ https://t.co/V9LXTmMpER"
984560902706876416,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/JFaIFw9GJh"
984560505556799489,"I mean, cool cool cool Libertarians, let's abolish taxes and just pay through the nose for any services we do use.‚Ä¶ https://t.co/o6sKNVEXjd"
984560414808772608,!!!! ‚ÄúTap water tastes the same as bottled water‚Äù. get out of my face https://t.co/V1tG2ZYHwK
984560076676513792,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/tJPpAavXGd"
984560025585831936,RT @RefillBude: ReFILL is simple and it makes sense. We need everyone to follow this mentality. ReFILLing with pure tap water Ì†ΩÌ≤¶ is the way‚Ä¶
984559007577853952,How are people grown adults and ashamed to say they look for bargains and like to save money? I'll literally be lik‚Ä¶ https://t.co/ZeLpplhQ8A
984558302687199232,RT @PixiesCouture: Yay I haven't missed #woofwoofwednesday this week doing happy dance here at the tiny paws pad It's a wet wet day here wa‚Ä¶
984558239684669440,RT @EliotReaney: What's the deal with Holy Water? I mean my Rev. asked me to get him some. I wasn't sure what to do so I just got some tap‚Ä¶
984558107870154753,New on tap from Squamish Water Kefir: Hibiscus!
984557783784673280,@ARavensDefense He blinked at the liquid in his goblet. Water.. well.. a little tap from his wand should change tha‚Ä¶ https://t.co/geitr94FGm
984557749651623938,"‚ÄúA Tribune analysis of the results shows lead was found in water drawn from nearly 70 percent of the 2,797 homes te‚Ä¶ https://t.co/aR9djNcI7r"
984557734384361472,Just 10 mins is left to participate in experiential activities. Students and community members are still trying to‚Ä¶ https://t.co/F4aSU3YeXC
984557664196792320,RT @scribeguy: Alarming levels of brain-damaging lead found in household tap water samples throughout Chicago. But Mayor Rahm Emanuel is ke‚Ä¶
984557610501361664,Just got a sip of Cuban tap water down my throat https://t.co/bdxoM4vCC0
984557515986829312,@Skunky123Aj @TRHLofficial definitely flint tap water
984557310457663490,@Alablast @marklevinshow Planned Parenthood?  What else are they doing besides abortions?  Big deal about the abort‚Ä¶ https://t.co/n2p0bxECBI
984556981657595904,@ourfazinali arrowhead water is nasty. tastes like tap water lmaoooo
984556953065181184,@Dee_bossbishh A cup of tap water!
984556872219836416,"#RockiesToday: #LNG export hub would tap #naturalgas in the #Rockies, #Missoula challenges AG on gun ordinance,‚Ä¶ https://t.co/DJruyh2IEc"
984556785334972417,@SomethnSpecial A cup of tap water? Ì†æÌ¥î
984556719534739456,@TRHLofficial Now I really wanna know what that is?  Is that Mountain Dew or flint tap water?
984556693001506818,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/MZWFxrFQd5"
984556686458400768,"6 MILLION AMERICANS ARE DRINKING UNSAFE LEVELS OF TOXIC CHEMICALS IN THEIR WATER
The Daily Sheeple 

Editor's Note:‚Ä¶ https://t.co/VXZV8H9DYx"
984556677922983936,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/qJhtefSEp9"
984556676291457024,@LanethSffarlenn We are more in sync than tap water!
984556462465630208,RT @ecoclub_ffm: Eco monitors are excited to launch the Ban the bottle campaign From April 16-20 Ss are encouraged to have a reusable water‚Ä¶
984556113919184897,RT @JRsarahtc: Do you drink water? From your tap? Some Americans can't. Because it's unsafe. In the U.S. Please read this THREAD! ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æå¶àº¸æç¶Ñº‚ò†Ô∏è #Flin‚Ä¶
984556018679144450,RT @USAMilitaryUSA: Love it https://t.co/jZEvbwcwlg
984555726097002500,"RT @laurammlg: Woman: I don't know anybody by the name daniel
Julien: sorry that's actually my middle name
Woman: I don't have any guys wor‚Ä¶"
984555717540614144,@evepeyser It's sterile...There are less bacteria in urine than in tap water...perhaps appealing to Trump the germophobe ...
984555595872251911,"RT @keatonxxgrant: here's a dog and his owl friends 

thank me later https://t.co/sSdfUTPUgR"
984555526976606208,RT @ebenB_: When you make a bunch of plans in a manic frenzy but then you crash and get depressed and people start responding to your texts‚Ä¶
984555367098183680,RT @emmasemchuk: help me out https://t.co/ugfJdIny8V
984555313633341443,RT @TheDweck: Man Farts Up Entire Elevator Then Gets Off at Next Stop https://t.co/DIMTNyquzu
984555238978879490,"RT @lydianewtonn: dear mother nature 
please pull through for prom day
thank u"
984555166019047424,"RT @_ericcurtin: executioner: any last words?

logic: im biracial"
984554992869634049,@armodan And that was just from the tap water.
984554564371304450,Eco monitors are excited to launch the Ban the bottle campaign From April 16-20 Ss are encouraged to have a reusabl‚Ä¶ https://t.co/gBhrZTNkNj
984554262138097665,U.S.: Tainted Tap Water | The New York Times  https://t.co/KBHLt3GPkw
984553885443375104,"In wealthy/Level 4 countries, tap water is almost always safe. Chlorine/flouride levels are such as to be both effe‚Ä¶ https://t.co/eMX7FyKGGl"
984553748608507904,"According to #PopSci, more than one quarter of all bottled water comes from the same place tap water comes from. https://t.co/NQkUGFPgIM"
984553147300503552,@Mangal2 I will miss you so much on here. I will continue to insist on dining with you on trips to N London and wil‚Ä¶ https://t.co/M9qQr2KVK1
984553033517297664,Denver CO is courting disease here: https://t.co/TNuyQ6T0rY  This type of stuff often goes badly.
984552918836744192,Weird though of the day: Why does water from the bathroom tap taste different than water from the kitchen tap? https://t.co/3VQa5fN44S
984552895461904385,Can you tell the difference between tap water and different kinds of bottle water? #WaterTasting https://t.co/Mqp7T9GVPo
984552776507240449,Taste testing water for Illinois Water Day at the campus YMCA! Hint: bottled water comes from tap water.‚Ä¶ https://t.co/fGgGdlEVLi
984552707171155969,"@stubbornella Amazingly, it usually is potable, in the sense that it uses the same water that would come out of you‚Ä¶ https://t.co/r2SlmPS7u4"
984552306619441152,"what yall need to start doing: 
‚Ä¢stop using straws in restaurants, buy a reusable one if you need it
‚Ä¢reusable bags‚Ä¶ https://t.co/uILc0AFRD3"
984552247123038209,"Did you know Over 2,000 plastic water bottles are used every second in the U.S. alone? I learned this from watching‚Ä¶ https://t.co/7niqXpvYOy"
984551982735265793,This new machine replicates NYC tap #water for authentic Big Apple pizza @TastingTable https://t.co/UpeRwdp4Nj
984551830976901128,Why does some tap water taste weird? | Australia news | The Guardian https://t.co/0JLZWdnsme https://t.co/AtwExsaVAJ
984551720968708097,@SWWHelp why has my tap water been like this for the past 3 days please? https://t.co/pSvSFhU6JV
984551556090679296,RT @zackfox: bitches drink one glass of tap water and stop replying to texts
984551305954955265,"RT @tayjayayee: Maybe im just a water snob but there is such a taste difference between bottled water, tap water, and water fountain water.‚Ä¶"
984551023355334657,"Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show - authoritative rep‚Ä¶ https://t.co/A5ggNQntg8"
984550711127085056,RT @MariahCarey: Magic on the set...Just made fresh sparkling water from tap water :) Thanks #sodastream http://t.co/S4WHXFV1IH
984550107222863873,"RT @ChicagoBreaking: Brain-damaging lead found in tap water in hundreds of homes tested across Chicago, results show https://t.co/KlVHTQNOd‚Ä¶"
984549921444507649,"Well damn...I'm beginning to think the entirety of the Midwest as a whole is plagued with this problem.

""Brain-dam‚Ä¶ https://t.co/DT7V4qwVAX"
